architecture,model_id,sources,seed,checkpoint_step,task,dataset,n_way,n_shot,n_query,episodes,queries,episode_fingerprint,roc_auc,accuracy,f1,best_included_specialist,residual,absolute_error,target_in_sources
vision,ordC_r8,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus,election2020",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9230112146448206,0.9134114583333334,0.8345771144278606,0.9302421852394388,-0.007230970594618191,0.007230970594618191,True
vision,ordC_r8,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus,election2020",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.98626708984375,0.9765625,0.9770992366412212,0.99188232421875,-0.005615234375,0.005615234375,True
vision,ordC_r8,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus,election2020",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.49432373046875,0.45703125,0.4794007490636704,0.55078125,-0.05645751953125,0.05645751953125,False
vision,ordC_r8,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus,election2020",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.6060449812147353,0.5670572916666666,0.5584329349269588,0.62907960679796,-0.023034625583224777,0.023034625583224777,True
gilt,ordA_r2,"ukr_rus,covid",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.7241663049768519,0.3876953125,0.4336043360433604,0.7496442441587094,-0.02547793918185759,0.02547793918185759,False
gilt,ordA_r2,"ukr_rus,covid",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.83642578125,0.5,0.6666666666666666,0.868896484375,-0.032470703125,0.032470703125,False
gilt,ordA_r2,"ukr_rus,covid",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.4881591796875,0.48828125,0.4980842911877394,0.49017333984375,-0.00201416015625,0.00201416015625,False
gilt,ordA_r2,"ukr_rus,covid",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.5449500613742404,0.5345052083333334,0.5671912832929782,0.5466206868489584,-0.0016706254747179683,0.0016706254747179683,False
gilt,ordA_r3,"ukr_rus,covid,midterm",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.7230032461660878,0.3502604166666667,0.4257767548906789,0.7496442441587094,-0.02664099799262165,0.02664099799262165,False
gilt,ordA_r3,"ukr_rus,covid,midterm",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.8094482421875,0.5,0.6666666666666666,0.868896484375,-0.0594482421875,0.0594482421875,False
gilt,ordA_r3,"ukr_rus,covid,midterm",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.48590087890625,0.50390625,0.5096525096525096,0.49017333984375,-0.0042724609375,0.0042724609375,False
gilt,ordA_r3,"ukr_rus,covid,midterm",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.5548027886284722,0.5426432291666666,0.5659561322211925,0.562385982937283,-0.007583194308810826,0.007583194308810826,False
gilt,ordA_r4,"ukr_rus,covid,midterm,covid_political",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.8205275358977142,0.7522786458333334,0.6050856253243383,0.8988573992693865,-0.07832986337167225,0.07832986337167225,True
gilt,ordA_r4,"ukr_rus,covid,midterm,covid_political",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.94720458984375,0.640625,0.7341040462427746,0.98046875,-0.03326416015625,0.03326416015625,False
gilt,ordA_r4,"ukr_rus,covid,midterm,covid_political",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.488037109375,0.51171875,0.5098039215686274,0.49664306640625,-0.00860595703125,0.00860595703125,False
gilt,ordA_r4,"ukr_rus,covid,midterm,covid_political",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.5522047678629557,0.5364583333333334,0.5456285896617741,0.562385982937283,-0.010181215074327343,0.010181215074327343,False
gilt,ordA_r5,"ukr_rus,covid,midterm,covid_political,election2020",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.8380443431712963,0.7985026041666666,0.639067055393586,0.905025906032986,-0.06698156286168977,0.06698156286168977,True
gilt,ordA_r5,"ukr_rus,covid,midterm,covid_political,election2020",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.97344970703125,0.875,0.8881118881118881,0.9862060546875,-0.01275634765625,0.01275634765625,True
gilt,ordA_r5,"ukr_rus,covid,midterm,covid_political,election2020",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.49212646484375,0.51171875,0.5247148288973384,0.49664306640625,-0.0045166015625,0.0045166015625,False
gilt,ordA_r5,"ukr_rus,covid,midterm,covid_political,election2020",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.5488098992241753,0.5387369791666666,0.544812078380983,0.562385982937283,-0.0135760837131077,0.0135760837131077,False
gilt,ordA_r6,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.8423812301070602,0.7906901041666666,0.6369282891022021,0.905025906032986,-0.06264467592592582,0.06264467592592582,True
gilt,ordA_r6,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.97613525390625,0.90234375,0.910394265232975,0.9862060546875,-0.01007080078125,0.01007080078125,True
gilt,ordA_r6,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.49078369140625,0.50390625,0.5207547169811321,0.49993896484375,-0.0091552734375,0.0091552734375,True
gilt,ordA_r6,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.5480278862847222,0.5403645833333334,0.5617628801986344,0.562385982937283,-0.014358096652560826,0.014358096652560826,False
gilt,ordA_r7,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.8381234628182872,0.8050130208333334,0.6393738711619507,0.905025906032986,-0.06690244321469885,0.06690244321469885,True
gilt,ordA_r7,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.96697998046875,0.84375,0.8639455782312925,0.9862060546875,-0.01922607421875,0.01922607421875,True
gilt,ordA_r7,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.47601318359375,0.46484375,0.4627450980392157,0.49993896484375,-0.02392578125,0.02392578125,True
gilt,ordA_r7,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.5458577473958334,0.5309244791666666,0.5230056272757365,0.562385982937283,-0.016528235541449665,0.016528235541449665,True
gilt,ordA_r8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.831091704191985,0.7985026041666666,0.6326409495548961,0.905025906032986,-0.07393420184100108,0.07393420184100108,True
gilt,ordA_r8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.9658203125,0.84765625,0.8668941979522184,0.9862060546875,-0.0203857421875,0.0203857421875,True
gilt,ordA_r8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.48773193359375,0.49609375,0.5019305019305019,0.50091552734375,-0.01318359375,0.01318359375,True
gilt,ordA_r8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.545337888929579,0.5315755208333334,0.5277321956022317,0.562385982937283,-0.017048094007704018,0.017048094007704018,True
gilt,all9,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk,facebook_page_reference",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.8385659677010996,0.8046875,0.6359223300970874,0.905025906032986,-0.06645993833188646,0.06645993833188646,True
gilt,all9,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk,facebook_page_reference",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.9678955078125,0.8359375,0.8581081081081081,0.9862060546875,-0.018310546875,0.018310546875,True
gilt,all9,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk,facebook_page_reference",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.490234375,0.5,0.5114503816793893,0.50091552734375,-0.01068115234375,0.01068115234375,True
gilt,all9,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk,facebook_page_reference",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.5461529625786675,0.5426432291666666,0.5535430568795678,0.562385982937283,-0.016233020358615513,0.016233020358615513,True
gilt,ordB_r2,"ukr_rus_suspended,election2020",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.8588997169777199,0.8287760416666666,0.6274787535410765,0.905025906032986,-0.04612618905526611,0.04612618905526611,False
gilt,ordB_r2,"ukr_rus_suspended,election2020",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.9832763671875,0.96484375,0.9644268774703556,0.9862060546875,-0.0029296875,0.0029296875,True
gilt,ordB_r2,"ukr_rus_suspended,election2020",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.49725341796875,0.5078125,0.5263157894736842,0.49993896484375,-0.002685546875,0.002685546875,True
gilt,ordB_r2,"ukr_rus_suspended,election2020",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.5310635036892362,0.5166015625,0.5493171471927162,0.5372375912136502,-0.0061740875244140625,0.0061740875244140625,False
gilt,ordB_r3,"ukr_rus_suspended,election2020,ukr_rus",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.8362531308774594,0.8118489583333334,0.6187335092348285,0.905025906032986,-0.0687727751555266,0.0687727751555266,False
gilt,ordB_r3,"ukr_rus_suspended,election2020,ukr_rus",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.97808837890625,0.94140625,0.9402390438247012,0.9862060546875,-0.00811767578125,0.00811767578125,True
gilt,ordB_r3,"ukr_rus_suspended,election2020,ukr_rus",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.484375,0.5078125,0.5298507462686567,0.49993896484375,-0.01556396484375,0.01556396484375,True
gilt,ordB_r3,"ukr_rus_suspended,election2020,ukr_rus",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.5401407877604167,0.5276692708333334,0.5596358118361153,0.5419194963243272,-0.0017787085639104916,0.0017787085639104916,False
gilt,ordB_r4,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.7991016529224537,0.7727864583333334,0.562107904642409,0.905025906032986,-0.10592425311053233,0.10592425311053233,False
gilt,ordB_r4,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.959228515625,0.8828125,0.8837209302325582,0.9862060546875,-0.0269775390625,0.0269775390625,True
gilt,ordB_r4,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.49725341796875,0.5078125,0.4836065573770491,0.49993896484375,-0.002685546875,0.002685546875,True
gilt,ordB_r4,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.5431048075358073,0.5325520833333334,0.5815850815850816,0.5472609202067057,-0.0041561126708984375,0.0041561126708984375,False
gilt,ordB_r5,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.7717711837203416,0.7405598958333334,0.5374347069065584,0.905025906032986,-0.13325472231264446,0.13325472231264446,False
gilt,ordB_r5,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.927490234375,0.83984375,0.844106463878327,0.9862060546875,-0.0587158203125,0.0587158203125,True
gilt,ordB_r5,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.49432373046875,0.51171875,0.5059288537549407,0.50091552734375,-0.006591796875,0.006591796875,True
gilt,ordB_r5,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.5423643324110243,0.5247395833333334,0.5880361173814899,0.5472609202067057,-0.004896587795681362,0.004896587795681362,False
gilt,ordB_r6,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.8280128196433738,0.8001302083333334,0.5992167101827677,0.905025906032986,-0.07701308638961224,0.07701308638961224,True
gilt,ordB_r6,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.96435546875,0.90625,0.9117647058823528,0.9862060546875,-0.0218505859375,0.0218505859375,True
gilt,ordB_r6,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.49945068359375,0.49609375,0.4777327935222672,0.50091552734375,-0.00146484375,0.00146484375,True
gilt,ordB_r6,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.5423967573377821,0.5296223958333334,0.5778556821501607,0.5472609202067057,-0.004864162868923549,0.004864162868923549,False
gilt,ordB_r7,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.8343228940610532,0.8056640625,0.6120857699805068,0.905025906032986,-0.07070301197193285,0.07070301197193285,True
gilt,ordB_r7,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.96875,0.91015625,0.9144981412639404,0.9862060546875,-0.0174560546875,0.0174560546875,True
gilt,ordB_r7,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.49365234375,0.50390625,0.5019607843137255,0.50091552734375,-0.00726318359375,0.00726318359375,True
gilt,ordB_r7,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.5440485212537978,0.5358072916666666,0.5655088360755637,0.5472609202067057,-0.0032123989529079244,0.0032123989529079244,False
gilt,ordB_r8,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid,midterm",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.8025190565321181,0.771484375,0.5875440658049353,0.905025906032986,-0.10250684950086797,0.10250684950086797,True
gilt,ordB_r8,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid,midterm",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.949951171875,0.82421875,0.845360824742268,0.9862060546875,-0.0362548828125,0.0362548828125,True
gilt,ordB_r8,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid,midterm",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.48577880859375,0.484375,0.4634146341463415,0.50091552734375,-0.01513671875,0.01513671875,True
gilt,ordB_r8,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid,midterm",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.5472662183973525,0.5377604166666666,0.5676004872107187,0.562385982937283,-0.01511976453993058,0.01511976453993058,False
gilt,ordC_r2,"twibot20,midterm",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.7857502124927663,0.4788411458333333,0.4689883913764511,0.8295124195240162,-0.04376220703124989,0.04376220703124989,False
gilt,ordC_r2,"twibot20,midterm",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.8865966796875,0.5,0.6666666666666666,0.93499755859375,-0.04840087890625,0.04840087890625,False
gilt,ordC_r2,"twibot20,midterm",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.48028564453125,0.5,0.5,0.482421875,-0.00213623046875,0.00213623046875,False
gilt,ordC_r2,"twibot20,midterm",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.5464113023546007,0.5384114583333334,0.5137174211248285,0.562385982937283,-0.015974680582682366,0.015974680582682366,True
gilt,ordC_r3,"twibot20,midterm,covid",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.7846250180844907,0.4742838541666667,0.4671725503134279,0.8295124195240162,-0.04488740143952552,0.04488740143952552,False
gilt,ordC_r3,"twibot20,midterm,covid",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.88665771484375,0.5,0.6666666666666666,0.93499755859375,-0.04833984375,0.04833984375,False
gilt,ordC_r3,"twibot20,midterm,covid",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.474822998046875,0.49609375,0.5095057034220533,0.482421875,-0.007598876953125,0.007598876953125,False
gilt,ordC_r3,"twibot20,midterm,covid",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.5496995713975694,0.5400390625,0.514266070814713,0.562385982937283,-0.012686411539713616,0.012686411539713616,True
gilt,ordC_r4,"twibot20,midterm,covid,covid_political",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.8363963939525464,0.78125,0.6351791530944625,0.8988573992693865,-0.06246100531684007,0.06246100531684007,True
gilt,ordC_r4,"twibot20,midterm,covid,covid_political",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.950439453125,0.6171875,0.7215909090909091,0.98046875,-0.030029296875,0.030029296875,False
gilt,ordC_r4,"twibot20,midterm,covid,covid_political",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.482177734375,0.50390625,0.5134099616858238,0.49664306640625,-0.01446533203125,0.01446533203125,False
gilt,ordC_r4,"twibot20,midterm,covid,covid_political",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.548405753241645,0.5426432291666666,0.5209682918513467,0.562385982937283,-0.013980229695638058,0.013980229695638058,True
gilt,ordC_r5,"twibot20,midterm,covid,covid_political,cp_hk",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.8091976024486401,0.7317708333333334,0.592079207920792,0.8988573992693865,-0.08965979682074632,0.08965979682074632,True
gilt,ordC_r5,"twibot20,midterm,covid,covid_political,cp_hk",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.93328857421875,0.5703125,0.6978021978021978,0.98046875,-0.04718017578125,0.04718017578125,False
gilt,ordC_r5,"twibot20,midterm,covid,covid_political,cp_hk",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.48455810546875,0.515625,0.5230769230769231,0.50091552734375,-0.016357421875,0.016357421875,False
gilt,ordC_r5,"twibot20,midterm,covid,covid_political,cp_hk",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.5454012552897135,0.537109375,0.5240963855421686,0.562385982937283,-0.01698472764756953,0.01698472764756953,True
gilt,ordC_r6,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.8249946876808449,0.7776692708333334,0.6186487995533222,0.8988573992693865,-0.07386271158854152,0.07386271158854152,True
gilt,ordC_r6,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.94122314453125,0.6328125,0.7298850574712644,0.98046875,-0.03924560546875,0.03924560546875,False
gilt,ordC_r6,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.49114990234375,0.51171875,0.5173745173745173,0.50091552734375,-0.009765625,0.009765625,False
gilt,ordC_r6,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference",0,100,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.5495355394151475,0.546875,0.5592146928435718,0.562385982937283,-0.01285044352213549,0.01285044352213549,True
gilt,ordC_r7,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus",0,100,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.8092397054036458,0.75390625,0.597872340425532,0.8988573992693865,-0.0896176938657407,0.0896176938657407,True
gilt,ordC_r7,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus",0,100,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.93475341796875,0.59375,0.7094972067039106,0.98046875,-0.04571533203125,0.04571533203125,False
gilt,ordC_r7,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus",0,100,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.481689453125,0.48828125,0.4609053497942387,0.50091552734375,-0.01922607421875,0.01922607421875,False
